reviewtext,rating
"[['fine', 'bag'], ['upset', 'green', 'double', 'checked'], ['wrong', 'ship', 'black'], ['happy', 'detest', 'return']]",2.0
"[['style', 'simple', 'clean'], ['fit', 'star', 'metal', 'matte', 'dirty', 'month', 'wasnt', 'not_crazy', 'not_wear', 'not_wear', 'not_couple'], ['bend', 'shape', 'easily']]",2.0
"[['amazing', 'bag', 'sturdy', 'comfy'], ['fade', 'pretty'], ['dont', 'not_sun', 'not_fade', 'not_lot'], ['dont'], ['faded', 'fine', 'guy', 'rugged', 'female', 'teacher', 'grungy'], ['bag']]",2.0
"[['nightgown', 'sheer', 'mother', 'gift'], ['aqua', 'green', 'blue'], ['loose', 'flow', 'perfect']]",2.0
"[['buy', 'matching', 'nightie'], ['pretty', 'nice', 'lose', 'button', 'wash'], ['extra']]",2.0
"[['purchase', '34mocha34', '34yam34', 'double', 'xl', 'yam', 'color', 'garment', 'size', 'mocha', 'color', 'garment', 'fit', 'perfectly', 'yam', 'garment', 'weight'], ['notice', 'tag', 'mocha', 'garment', 'thailand', 'tag', 'yam', 'garment', 'china'], ['dig', 'mocha', 'garment', 'perfect', 'color'], ['color', 'problematic', 'difference', 'garment', 'depend'], ['seller', 'color'], ['extremely', 'helpful']]",2.0
"[['shirt', 'fit', 'tight'], ['bit'], ['wear', 'woulda', 'xl'], ['itll', 'oil', 'rag']]",2.0
"[['material', 'tou'], ['expect', 'fruit', 'loom', 'company'], ['heavy', 'cotton'], ['wrong']]",2.0
"[['shirt', 'expensive', 'mail', 'house', 'wear', 'elbow', 'cheap', 'nonames'], ['nice', 'jean', 'sport', 'jacket'], ['followup', 'month', 'wearing', 'washing', 'start', 'seam'], ['shirt', 'flimsy'], ['buy'], ['drop', 'rating', 'star'], ['remain', 'shirt'], ['stick', 'hanes', 'quality']]",2.0
"[['purchase', 'shirt', 'walmart'], ['closeout'], ['wear', '2x', 'sleeve'], ['purchase', '3x', 'huge', 'launder', 'oncecold', 'water'], ['short', 'sleeve', 'short'], ['shrink'], ['buy', 'bigway'], ['waist']]",2.0
"[['shirt', 'project', 'deadline', 'fast', 'approach'], ['suppose', 'cottonpoly', 'blend', 'preshrunk', 'size', 'appropriately'], ['cotton', 'shrunk', 'wash'], ['inexpensive', 'worth', 'mail', 'refund', 'dollar'], ['bad', 'review'], ['total', 'bait', 'switch'], ['retailer', 'lingerie', 'fulfil', 'amazon'], ['edit', 'amazon', 'offer', 'refund', 'free', 'return', 'ship', 'print', 'waive', 'shipping', 'fee', 'alternative', 'shirt'], ['amazon', 'awesome', 'complaint'], ['lot', 'comparable', 'shirt', 'amazon', 'complaint', 'bad', 'qc', 'sizing', 'issue', 'locally']]",2.0
"[['thick', 'bulky', 'overweight', 'lowquality', 'cotton', 'tshirts', 'wouldnt', 'recommend', 'opinion']]",2.0
"[['shirt', 'expect'], ['barely', 'breathable', 'compare', 'brand', 'type', 'size'], ['jockey', 'shirt', 'price', 'fit', 'joke']]",2.0
"[['haynes', 'tshirt', 'bunch', 'neck'], ['drape'], ['print']]",2.0
"[['buy', 'shirt', 'style', 'hanes', 'soft', 'thick', 'wear'], ['yellow', 'moon'], ['warn']]",2.0
"[['excellent'], ['start', 'wash', 'expect', 'trouble'], ['stand', 'wash'], ['wash', 'gentle', 'cycle', 'gentle', 'detergent', 'gentle', 'fashion'], ['product']]",2.0
"[['thesis', 'cut', 'send']]",2.0
"[['wear', 'medium', 'cotton', 'figure', 'shrink'], ['shrink', 'expect'], ['exlarge', 'roomy', 'expecially', 'exercise']]",2.0
"[['product'], ['thicker', 'material', 'expect', 'unlined', 'bra'], ['lined', 'bra', 'dont'], ['i34m', '34e'], ['band', 'band', 'cup'], ['figure', 'band', 'cup', 'size'], ['bra', 'super', 'wrinkly'], ['tshirts', 'wrinkle', 'nipple', 'tshirt']]",2.0
"[['wonderful', 'bra', 'wear'], ['wear', 'shape', 'cup', 'cut', 'arm', 'painful', 'wear', 'minute'], ['notice', 'reviewer', 'mention', 'dont', 'not_unusual'], ['forewarn', 'forearm']]",2.0
"[['recieved', 'sunglass', 'mail', 'notice', 'nose', 'piece'], ['glue', 'screw'], ['dont', 'not_feel', 'not_hassle', 'not_return', 'not_throw'], ['pouch', 'decide', 'save']]",2.0
"[['smallnarrow', 'head'], ['worth', 'money', 'head']]",2.0
"[['cute', 'style', 'bent', 'price', 'figure', 'grab', 'kinda', 'feel', 'waste', 'costume', 'style', 'wearable', 'wear', 'bent', 'black', 'pouch']]",2.0
"[['nice', 'terry', 'cloth', 'material', 'feel', 'comfortable', 'materialwise', 'fit', 'narrow', 'foot']]",2.0
[['bra']],2.0
"[['complete', 'advocate', 'playtex', 'style', 'bra', 'disappoint'], ['tight', 'purchase', 'size'], ['cup', 'dont', 'not_size', 'not_34overflow'], ['drawer', 'occasional', 'deep', 'plunge', 'movement']]",2.0
"[['sock', 'buy', 'size'], ['thigh', 'squeezes', 'tightly', 'fat', 'roll', 'edge', 'create', 'muffin', 'thigh'], ['overweight'], ['tight', 'thigh', 'muscular'], ['lose', 'blood', 'flow']]",2.0
"[['size', 'comfortable', 'girlfriend', 'calf'], ['pretty', 'cute']]",2.0
"[['buy', 'product'], ['worth', 'money'], ['wear', 'night']]",2.0
"[['pretty', 'design', 'color', 'aquai', 'enbarrassed', 'wear']]",2.0
"[['tight', 'foot'], ['stylish', 'person', 'online'], ['wasnt', 'not_worth']]",2.0
"[['shoe', 'fit'], ['dont', 'not_shinny', 'not_stiff'], ['noise', 'touch'], ['shoe', 'cheap', 'recommend']]",2.0
"[['fit', 'color'], ['wear', 'occasionally'], ['foot', 'slip', 'insole']]",2.0
[],2.0
"[['nice', 'wear', 'wear', 'pair', 'sock'], ['cut', 'foot', 'literally', 'cut', 'toe']]",2.0
"[['length', 'leg', 'fine', 'waist', 'shoulder', 'strap', 'barely', 'reach', 'connect'], ['regular'], ['customer', '34short34', 'torso', 'regular'], ['buy', 'comfort', 'movement'], ['walk', 'bent', 'struggle', 'fasten', 'isnt', 'not_idea', 'not_comfort'], ['short', 'buy']]",2.0
"[['garden', 'heavy', 'uncomfortable', 'hot'], ['guess', 'fall', 'cleanup', 'yard', 'forget', 'summer']]",2.0
"[['design', 'style', 'pant', 'disappointed', 'extreme', 'bagginess', 'wear']]",2.0
"[['bandolinos', 'fit', 'size'], ['mylahs', 'bandolino', 'capture', 'pumpsasinb00b5nsrlu', 'bandolino', 'womens', 'capture', 'fb', 'platform', 'pump'], ['bandolino', 'capture', 'fit', 'mylah', 'style', 'tight', 'toe', 'tight', 'foot'], ['shoe'], ['gold', 'style', 'color', 'fit', 'correctly']]",2.0
"[['yaktrax', 'purchase', 'vacation', 'mountain', 'winter'], ['excellent', 'traction', 'control', 'shoe', 'cover', 'break'], ['thankfully', 'amazon', 'customer', 'service', 'wonderful', 'refund']]",2.0
"[['walk', 'brooklyn', 'bridge', 'snowstorm', 'slip', 'wear'], ['snow'], ['pop', 'boot', 'afraid', 'lose'], ['wire', 'bits', 'sharp', 'safe', 'lousy', 'grip']]",2.0
"[['yaktrax'], ['slip', 'slick', 'surface'], ['notice', 'elastic', 'band', 'snap', 'band'], ['thingsi', 'shoe', 'hiking', 'boot', 'running', 'shoe', 'metal', 'spiral', 'shift', 'bit', 'pinch', 'elastic', 'band'], ['clean', 'cement', 'snow', 'possibility', 'cement', 'elastic', 'fray', 'easy'], ['buy', 'heavy', 'duty']]",2.0
"[['unusual', 'foot', 'heel', 'toe'], ['fit']]",2.0
"[['quality', 'month', 'wear', 'crease', 'cuff', 'fray'], ['wear', 'brand', 'khaki', 'brand']]",2.0
"[['tag', 'sweatshirt', 'wasnt', 'not_defective', 'not_wash', 'not_stitching', 'not_start', 'not_huge', 'not_shrinkage', 'not_wash', 'not_unreal']]",2.0
"[['husband', 'navy', 'blue', 'sweatshirt', 'color', 'pick', 'xmas'], ['hanes', 'navy', 'size', 'decide', 'husband', 'wear', 'underwear'], ['strange', 'sizing', 'imaginable'], ['short', 'neck', 'barely', 'head'], ['size', 'issue'], ['buyer', 'beware'], ['stick', 'underwear']]",2.0
"[['fairly', 'unimpressed'], ['quality', 'shirt'], ['dark', 'black'], ['mock', 'neck', 'wash'], ['huge'], ['true', 'size']]",2.0
"[['shirt'], ['arrive', 'package', 'overnight', 'shipping'], ['review', 'expect', 'tshirt', 'mock', 'turtleneck'], ['shirt', 'thick', 'tshirt'], ['sweat', 'shirt', 'fuzzy', 'stuff', 'inside'], ['quality'], ['listen', 'reviewer', 'size', 'issue'], ['medium', 'huge'], ['wash', 'hot', 'water', 'dry', 'superhot', 'air'], ['wash', 'dry', 'hold', 'shirt', 'medium', 'hanes', 'longsleeve', 'pullover'], ['shoulder', 'turtleneck'], ['inch', 'compare', 'hanes', 'inch'], ['measure', 'wash'], ['star', 'deduct', 'shrek', 'sizing']]",2.0
"[['shoe'], ['nice', 'fit', 'totally', 'uncomfortable'], ['comfortable', 'shoe', 'job']]",2.0
"[['dark', 'toast'], ['color', 'bit', 'darker', 'nude'], ['capezio', 'choice']]",2.0
"[['tall', 'individual', 'taller'], ['recommend', 'people', 'size', 'range']]",2.0
"[['daughter', 'class', 'wasnt', 'not_thick', 'not_tore', 'not_fairly']]",2.0
"[['leather'], ['cheap', 'brown', 'vinyl'], ['werent', 'comfortable'], ['disappointment', 'happy', 'easy', 'spirit', 'shoe']]",2.0
"[['boot', 'feel', 'foot', 'button', 'fall'], ['consistent', 'quality', 'issue'], ['dont', 'not_mind', 'not_defect', 'not_feel', 'not_warm', 'not_cozy']]",2.0
"[['fit', 'badly'], ['foot', 'boot'], ['easily', 'slide'], ['didnt', 'not_sock'], ['return', 'style']]",2.0
"[['bring', 'pair', 'bearpaw', 'owner', 'quality'], ['size'], ['pair', 'boot', 'size', 'camel', 'color'], ['camel', 'soft', 'size'], ['camel', 'button', 'fall'], ['button']]",2.0
"[['dark', 'toast'], ['expect', 'bit', 'darker', 'nude'], ['return'], ['capizio']]",2.0
"[['tights', 'leg', 'naturally', 'super', 'pale', 'ghost', 'leg'], ['mine', 'fit', 'size', 'tore', 'crotch', 'hour'], ['laugh', 'throw']]",2.0
"[['size', 'chart', 'item', 'shouldve', 'fit', 'behold', 'tight', 'incredibly', 'unflattering'], ['izing'], ['aware', 'item', 'doesnt', 'not_support', 'not_tights', 'not_tight']]",2.0
"[['package', 'sock'], ['goldtone', 'bermuda', 'comb', 'cotton', 'sock'], ['pair', 'sz', 'color', 'demin'], ['color', 'fit', 'feel'], ['expect', 'thick', 'review', 'expect'], ['thicker', 'cotton', 'sock', 'type', 'store'], ['impression'], ['excepti', 'happy', 'sock', 'cotton', 'sock', 'cotton', 'content'], ['content', 'cotton', 'acrylic', 'nylon', 'spandex'], ['half', 'biodegradable', 'half'], ['feel', 'foot', 'planet', 'creature'], ['avoid', 'buy', 'plastic', 'product'], ['upset', 'bit', 'sock', 'falsely', 'advertised'], ['mexico'], ['buy', 'sock'], ['february'], ['update', 'contact', 'amazon', 'refund', 'money'], ['contact', 'customer', 'service', 'facilitate', 'purchase', 'cotton'], ['check'], ['fivestar', 'response', 'amazon'], ['check']]",2.0
"[['sock', 'wear', 'slowly', 'gripe', 'laundry', 'set', 'gold', 'toe', 'suppose', 'namebrand'], ['straight', 'package', 'feel', 'nice', 'perfect', 'thickness', 'start', 'everythings'], ['sock', 'feel', 'distinct', 'seam', 'toe', 'drive', 'nut'], ['adjust', 'sock', 'swap', 'foot', 'seam', 'noticeable'], ['polyester', 'slip', 'leg', 'cotton', 'sock'], ['sweaty', 'breathable', 'cotton', 'terrible'], ['wear', 'wear', 'sick', 'terrible', 'buy'], ['style', 'brand', 'buy', 'gold', 'stripe', 'toe', 'gold', 'block', 'remember', 'havent', 'online', 'moment'], ['buy', 'military', 'exchange', 'store', 'comfortable', 'drive', 'crazy']]",2.0
"[['size', 'list', 'sock', 'wrong'], ['sock'], ['sock', 'shoe', 'size', 'range'], ['wear', 'size', 'fine'], ['close'], ['sock', 'shoe', 'size']]",2.0
"[['introduction', 'gold', 'toe', 'sock'], ['absolutely', 'fell', 'love', 'sock'], ['thick', 'amazingly', 'elastic', 'cotton'], ['comfortable', 'refuse', 'wear'], ['heel', 'original', 'sock', 'wear'], ['purchase', 'gold', 'toe', 'replace'], ['bah'], ['gold', 'toe', 'label'], ['wear', 'feel', 'basic', 'hanes', 'fotl'], ['density'], ['exceptional', 'construction'], ['generic', 'sock'], ['tired', 'cheaply'], ['dont', 'not_mind', 'not_pay', 'not_quality', 'not_exists'], ['expensive', 'item', 'cheaply'], ['extra', 'money', 'brand'], ['gold', 'toe', 'sock', 'quality', 'item', 'worth', 'investing']]",2.0
"[['sock', 'soft', 'quality', 'material'], ['bunch', 'toe', 'feel', 'uncomfortable', 'inside', 'shoe'], ['wear', 'size', 'shoe'], ['fit', 'foot']]",2.0
"[['washing', 'sock', 'shrink'], ['dont', 'not_diabetes', 'not_soft', 'not_sock', 'not_foot'], ['regretfully', 'product', 'doesnt', 'not_fit', 'not_requirement'], ['refund']]",2.0
"[['buy', 'classic', 'gold', 'toe', 'quality', 'nice', 'heft', 'thick', 'cotton', 'cushion', 'life'], ['completely', 'disappointed'], ['step', 'cheapie', 'hanes', 'sock', 'box', 'store', 'quality', 'gold', 'toe'], ['pair', 'buy', 'shrunk', 'pilled', 'bit', 'cotton', 'sluffed', 'inside', 'sock', 'wash', 'develop', 'month', 'wear'], ['dont', 'not_bleach'], ['simply', 'quality', 'cotton', 'wear', 'friction', 'ball', 'foot'], ['wont', 'buy', 'gold', 'toe', 'sock', 'hear', 'theyve', 'return', 'classic', 'standard'], ['woman', 'quality', 'sock', 'buy', 'easily'], ['gold', 'toe', 'mail', 'improve', 'manufacturing', 'standard']]",2.0
"[['sock'], ['reinforce', 'toe', 'heel'], ['disappointed', 'soft', 'stretch'], ['foot', 'swell', 'tight'], ['feel', 'choose', 'sock', 'wear', 'sock', 'soft', 'comfortable']]",2.0
"[['buy', 'review', 'cheap', 'hanes', 'sock', 'walmart'], ['buy', 'white', 'stag', 'sock', 'walmart', 'wonderful'], ['sock', 'comfortable'], ['worth', 'money']]",2.0
"[['shrank'], ['quality', 'gold', 'toe', 'sock', 'expect'], ['buy', 'jc', 'penney'], ['knock', 'cheap', 'imitation']]",2.0
"[['sock', 'fit', 'shoe', 'size'], ['wear'], ['methe', 'heel', 'sock', 'stick', 'shoe'], ['fit'], ['sock', 'tube', 'sock', 'properly', 'fit', 'size', 'size']]",2.0
"[['suppose', 'spoil', 'fine', 'soft', 'wool', 'sock', 'scratchiest', 'pleasant', 'woolblend', 'fabric', 'experience'], ['sock', 'function', 'fine', 'prefer', 'tight', 'fit', 'gold', 'toe', 'nylon', 'issue', 'fall', 'functionally', 'tight'], ['fabric', 'isnt', 'not_comfortable', 'not_doesnt', 'not_transparently', 'not_blend'], ['unpleasant'], ['sock', 'lose', 'wont', 'buy']]",2.0
"[['sock'], ['purchase', 'gold', 'toe', 'husband', 'laundry']]",2.0
"[['expect', 'white', 'sock', 'thick', 'jog', 'stay', 'leg'], ['paperthin', 'elasticity', 'pack'], ['lucky', 'didnt', 'not_waste', 'not_money', 'not_buy', 'not_sock']]",2.0
"[['wrong', 'sock', 'style'], ['wear', 'soft', 'sock', 'crew', 'send', 'style', 'rating']]",2.0
"[['review', 'positive', 'negative'], ['receive', 'design', 'sock'], ['sock', 'thick', 'nonribbed', 'bottom'], ['length', 'calf', 'sock', 'padding', 'foot'], ['contact', 'gold', 'toe', 'sock', 'cotton', 'crew', '513s'], ['inch', 'pad', 'foot', 'sock'], ['gold', 'toe', 'admit', 'sock', 'design', 'customer', 'standby', 'ago'], ['process', 'buy', 'simple', 'sock'], ['addendum', 'finally', 'favorite', 'gold', 'toe', 'jc', 'penny'], ['ultra', 'tec', 'cotten', 'short', 'crew'], ['highly', 'recommend', 'sock']]",2.0
"[['calf', 'calf'], ['knee']]",2.0
"[['supplier', 'sock', 'expect', 'gold', 'toe', 'experience', 'reviewer'], ['elastic', 'sock', 'weave', 'sock', 'shaft', 'seperated', 'pair'], ['reorder', 'hesitant', 'purchase', 'gold', 'toe', 'future'], ['update', 'december'], ['seller', 'complaint', 'adjustment', 'comment', 'surprise', 'quality', 'selling', 'sock']]",2.0
"[['sock', 'wear'], ['size', 'determine', 'manufacturer', 'sock', 'gold', 'toe'], ['sock', 'size'], ['sock', 'noticeably', 'shorter', 'tighter', 'ankle', 'sock'], ['wear', 'shoe', 'guy', 'tall', 'size'], ['start', 'question', 'worth', 'pay', 'premium', 'price', 'gold', 'toe'], ['quality', 'sock', 'accurate', 'sizing']]",2.0
"[['black', 'white', 'sock'], ['advertised', 'ratio', 'polyester', 'black', 'label', 'polyester'], ['white', 'advertised'], ['price', 'favorable', 'didnt', 'not_send', 'not_black', 'not_sock'], ['feel', 'difference', 'polyester', 'buy'], ['pair', 'black', 'sock', 'squeeze', 'compare', 'white', 'pair', 'youll', 'notice', 'giant', 'difference'], ['black', 'sock', 'feel', 'polyester'], ['black', 'white', 'sock', 'feel', 'pretty', 'thick', 'warm'], ['white', 'wear', 'wash', 'clump', 'material'], ['quality', 'sock', 'cost', 'disproportionally'], ['black']]",2.0
"[['gold', 'toe', 'sock'], ['material', 'thinner', 'sole'], ['there8217s', 'cushion'], ['fit', 'tighter'], ['pair', 'pack', 'fraying', 'edge', 'package'], ['premium', 'brand', 'sock', 'tiny', 'bit', 'cheap', 'sock', 'brand', 'fruit', 'loom'], ['save', 'grace', 'elastic', 'bit', 'comfortable'], ['buy', 'price', 'dip', 'pair'], ['pay', 'regular', 'price', 'return'], ['disappointing', 'quality', 'purchase']]",2.0
"[['buy', 'pack', 'gold', 'toe', 'sock', 'black', 'price', 'pack', 'gold', 'toe'], ['quality', 'pair', 'ago', 'sense', 'price'], ['quality', 'fit', 'loosely', 'thinner', 'comfortable', 'material', 'coarse', 'prone', 'wear'], ['ruin', 'sock'], ['recommend', 'buy', 'adidas', 'nike', 'drifit', 'sock', 'quality']]",2.0
"[['fit', 'foot'], ['fit', 'calf', 'tight'], ['skinny', 'leg'], ['cut', 'ankle', 'reasonable', 'comfortable']]",2.0
"[['sock', 'bottom'], ['picture', 'nice', 'upper', 'quarter', 'actuality', 'upper', 'quarter'], ['send']]",2.0
"[['disappointed', 'gold', 'toe'], ['extended', 'size', 'regular', 'wash'], ['weight', 'thickness', 'ago'], ['choice', 'size', 'foot'], ['idea', 'shoe', 'size', 'sock', 'size', 'ridicules'], ['someday', 'manufacturer', 'teach', 'gold', 'toe', 'market', 'share', 'determine', 'lack', 'competition', 'quality'], ['china', 'didnt', 'not_manufacturing', 'not_mexico', 'not_shipping', 'not_tax']]",2.0
"[['buy', 'extended', 'size', 'sock', 'tight', 'foot'], ['havent', 'wash'], ['expect', 'bad'], ['dont', 'not_slide', 'not_shoe']]",2.0
"[['expensive', 'stretch', 'sock'], ['manufacture', 'size', 'stretch', 'sock', 'label', 'size'], ['sock', 'stretch', 'size', 'foot', 'sock', 'size'], ['stretch', 'force', 'pull', 'material', 'heel', 'heel', 'material', 'heel'], ['sock', 'walmart'], ['buy', 'sock', 'amazon', 'prime', 'convenient', 'resist', 'brand']]",2.0
"[['size', 'foot', 'assume', 'fine', 'wear', 'size', 'balance', 'walking', 'shoe'], ['mistake'], ['wash', 'dryer', 'shrink', 'size'], ['foot', 'barely', 'comfortable'], ['return', 'bother'], ['recommended']]",2.0
"[['sock', 'thinscratchy', 'compare', 'gold', 'toe', 'sock'], ['understand', 'workout', 'sock', 'shouldnt', 'thick', 'thicksoft', 'toe', 'heel']]",2.0
"[['sock', 'shoe', 'walk', 'minute', 'shoe', 'sock', 'reinstall', 'useless', 'tube', 'sock', 'shoe'], ['repeat', 'throw', 'sock', 'liners', 'silk']]",2.0
"[['inch', 'waist'], ['push', 'fat', 'uh', 'post', 'pregnancy', 'fat', 'leave', 'unsightly', 'bulge', 'clothe'], ['clothes', 'wear', 'bulky', 'loose', 'fitting']]",2.0
"[['baby', 'wear', 'inch']]",2.0
"[['purchase', '10year', 'grandson', 'school', 'uniform', 'pant', 'nvay', 'toooo'], ['wear', 'sewn', 'true', 'scale'], ['purchase', 'khaki', 'fine', '18'], ['dicky', 'durabilility', 'fade', 'stain', 'resistant'], ['disappoint', 'didnt', 'not_knee', 'not_pad', 'not_purchase', 'not_local', 'not_store', 'not_dollar', 'not_pack', 'not_worth'], ['rugged', 'didnt', 'not_knee', 'not_pad', 'not_precaution'], ['dicky', 'comply', 'school', 'dress', 'code'], ['remove', 'hook', 'eye', 'replace', 'button', 'grandson', 'button', 'closure'], ['daughter', 'parttime', 'job', 'wear', 'black', 'dicky', 'wash', 'appearance', 'nice']]",2.0
"[['buy', 'wear', 'jean', 'weekend', 'uncomfortable', 'wear'], ['stiff'], ['wash', 'fabric', 'softener', 'waste', 'money'], ['pinch'], ['adjust', 'string', 'luck'], ['wouldnt', 'buy', 'wouldnt', 'recommend']]",2.0
"[['shoe', 'shapeless', 'width', 'toe'], ['shoe'], ['worth', 'houseslipper']]",2.0
"[['sizing'], ['size'], ['wear'], ['cost', 'ship', 'correct', 'size'], ['sit', 'shelf']]",2.0
"[['star', 'person', 'purchase', 'return'], ['didnt', 'not_responsibility', 'not_shirt', 'not_shiny'], ['shirt', 'fine', 'sateen', 'shine'], ['advertised']]",2.0
"[['husband', 'disappoint', 'quality', 'russell', 'athletic', 'tshirt'], ['buy', 'quality', 'base', 'prior', 'experience', 'russell', 'brand', 'tee', 'shirt'], ['quality', 'backseat', 'profit'], ['fabric', 'wash', 'tee', 'shirt', 'fit', 'snugly'], ['washing', 'donation', 'nonprofit']]",2.0
"[['buy', 'shirt', 'russell', 'brand', 'sweat', 'shirt', 'purchase'], ['russell', 'sweat', 'shirt', 'shirt'], ['shirt', 'quality', 'standard', 'russell', 'sweat', 'shirt'], ['wash', 'collar', 'cuff', 'lose', 'shape'], ['fit', 'construction', 'shirt', 'russell', 'logo', 'left', 'sleeve', 'fade'], ['purchase', 'champion', 'sleeve', 'shirt', 'amazon', 'price', 'superior', 'product', 'russell', 'shirt'], ['russell', 'shirt', 'cotton', 'salvador']]",2.0
"[['shirt', 'mislabeled', 'doesnt', 'not_size', 'not_shirt'], ['grown']]",2.0
"[['disappointment', 'carhartt', 'item', 'tall'], ['sweatshirt', 'heavy', 'wellmade', 'buy', 'amazon', 'expensive'], ['short', 'sleeve', 'front', 'marginally', 'length'], ['tight', 'waist'], ['simply', 'cut', 'price'], ['forgive', 'problemsbut', 'price']]",2.0
"[['dont', 'not_didnt', 'not_short'], ['fabric', 'stiff', 'supple'], ['crotch', 'inset', 'unsightly', 'seam', 'fold', 'waistband'], ['workmanship'], ['waistband', 'underwear', 'short', 'undergarment'], ['return', 'policy', 'shipping', 'return', 'short']]",2.0
"[['short', 'fit', 'feel'], ['easy', 'wash', 'easy', 'wear'], ['pocket', 'excellent'], ['issue'], ['beware'], ['importantly', 'pair', 'unstitching', 'pocket', 'reinforcement'], ['wash'], ['love', 'columbia'], ['amazon', 'free', 'return', 'credit']]",2.0
"[['columbia', 'quality', 'clothes', 'durability', 'material'], ['shirt', 'exception'], ['shirt', 'size', 'waaayyyy'], ['venture', 'size'], ['brand', 'columbia', 'product', 'shirt', 'load', 'ruck', 'sack', 'underneath'], ['size', 'label', 'venture', 'size'], ['dad', 'typically', 'wear', 'xxl', 'fit'], ['bottom', 'shirt', 'online', 'confirm', 'size', 'store']]",2.0
"[['guess', 'expect', 'review'], ['disappointed', 'box'], ['stone', 'lose', 'earsand', 'dont'], ['setting', 'bendy'], ['comment', 'setgarnet', 'dark'], ['notice'], ['black'], ['amethyst'], ['pinkish', 'dont', 'not_amethyst'], ['blue', 'topaz'], ['color', 'wash', 'unnoticeable'], ['citrine', 'washedout'], ['color', 'yellowish', 'orange'], ['peridot', 'set', 'bit', 'happy'], ['nice', 'limegreen', 'color'], ['spend', 'money']]",2.0
"[['material'], ['elastic', 'band', 'waist', 'virtually', 'elasticity', 'pant', 'simply', 'fall']]",2.0
"[['feel', 'wear', 'individually', 'assemble', 'piece', 'soft', 'tree', 'bark']]",2.0
"[['lot', 'exofficio', 'product', 'traveloutdoor', 'pant', 'shirt'], ['undershirt', 'medium', 'fall', 'short', 'literally', 'figuratively'], ['perfect', 'medium', 'size', 'tall'], ['width', 'torso', 'fine', 'length', 'short', 'barely', 'meet', 'belt'], ['study', 'catalog', 'photo', 'closely', 'proportion', 'shorter', 'length']]",2.0
"[['suspender', 'plastic', 'clip'], ['pant'], ['nice', 'watch', 'eye'], ['buy']]",2.0
"[['buy', 'receive', 'timely', 'buy', 'size', 'finger']]",2.0
"[['shock', 'develop'], ['comment', 'surely'], ['worth', 'premium', 'price']]",2.0
"[['buy', 'undershirt', 'wear', 'dress', 'shirt', 'tuck', 'dress', 'pant', 'khakis'], ['couple', 'wash', 'shrunk', 'length', 'annoying', 'shirt', 'untucked', 'wrinkle', 'belt'], ['casual', 'vneck', 'wear', 'untucked', 'jean', 'whathaveyou', 'trick'], ['undershirt', 'stick', 'docker', 'vnecks']]",2.0
"[['star', 'vest', 'totally', 'illogical', 'front', 'pocket', 'zipper', 'design'], ['pocket', 'close', 'zip', 'zip'], ['didnt', 'not_deal', 'not_nuisance', 'not_passing'], ['pocket', 'pretty', 'shallow', 'store', 'cell', 'phone', 'wallet'], ['spill', 'moment', 'unzip', 'pocket'], ['skill', 'remove', 'zipper', 'install']]",2.0
"[['buy', 'wacoal', 'bra', 'ago', 'spend', 'strapless', 'wedding'], ['buy'], ['black', 'size', 'replacement', 'naturally'], ['tear', 'disappointed', 'love', 'fit', 'cool', 'expensive', 'rip']]",2.0
"[['wear', 'muff', 'difficult'], ['twist'], ['bad', 'warm']]",2.0
"[['wont', 'break'], ['cheaply', 'expect', 'price'], ['band', 'plastic', 'connect', 'muff', 'plastic', 'sturdy'], ['kid', 'plastic', 'connection', 'snap', 'loosen', 'continually'], ['adjustable', 'season', 'kid', 'quality', 'pair']]",2.0
"[['dont', 'not_write', 'not_bad', 'not_review'], ['extremely', 'difficult', 'untwist']]",2.0
"[['warm', 'difficult', 'untangle', 'move', 'lot', 'slip', 'head', 'roll', 'ball'], ['buy']]",2.0
"[['purchase', 'visor', 'replace', 'lose'], ['visor', 'short', 'white', 'bill'], ['protect', 'sun', 'white', 'reflect', 'glare', 'eye'], ['original', 'visor', 'inch', 'bill', 'black', 'underneath'], ['kid']]",2.0
"[['quality', 'wool', 'cheap'], ['color', 'weave', 'wool', 'vibrant', 'color', 'stain', 'patch'], ['wear', 'french', 'themed', 'event', 'wear', 'fine', 'price']]",2.0
"[['dont', 'not_feel', 'not_bra', 'not_personal', 'not_item', 'not_love', 'not_bra', 'not_stiff', 'not_uncomfortable', 'not_cup', 'not_bit', 'not_sized'], ['extra', 'fabric'], ['exercize'], ['soften', 'wash', 'didnt'], ['bra', 'anita', 'momentum', 'soft', 'supportive', 'breathe', 'true', 'size']]",2.0
"[['item', 'list', 'checkbook', 'cover', 'checkbook', 'wallet'], ['card', 'slot', 'plastic', 'insert', 'picture', 'zipper', 'pocket'], ['bloody', 'checkbook', 'cover'], ['wallet', 'cheap', 'chalkboardyfeeling', 'leather'], ['walletleather', 'smoother', 'grain', 'leather', 'wear', 'nice', 'smooth', 'texture'], ['insult', 'injury', 'foldover', 'flap', 'duplicate', 'check', 'centimeter', 'short'], ['cover', 'portion', 'check', 'cover', 'check', 'slide', 'record', 'duplicate'], ['needless', 'hunt', 'decent', 'checkbook', 'cover', 'walleti', 'star', 'absolute', 'worst', 'rating', 'item', 'fit', 'check', 'cover', 'isnt', 'not_job']]",2.0
